id,address_state,application_type,emp_length,emp_title,grade,home_ownership,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,member_id,purpose,sub_grade,term,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,issue_date
1067447,VT,INDIVIDUAL,"2 years","Upper Valley Food Co-op",B,OWN,16-05-2021,14-07-2021,"Fully Paid",14-08-2021,1301839,"Debt consolidation",B1," 36 months","Not Verified",30000,0.1124,322.25,0.0991,10000,30,11387,2021-12-11
1067664,MI,INDIVIDUAL,"2 years","St john hospital",B,MORTGAGE,14-12-2021,14-12-2021,"Fully Paid",14-01-2022,1302055,"Debt consolidation",B1," 36 months",Verified,50000,0.1322,708.95,0.0991,22000,32,25523,2021-12-11
1067654,FL,INDIVIDUAL,"10+ years","Indian river county clerk of court",B,OWN,16-03-2021,16-03-2021,"Fully Paid",16-04-2021,1302043,"Debt consolidation",B1," 60 months",Verified,40000,0.0939,339.25,0.0991,16000,23,20209,2021-12-11
1067434,NJ,INDIVIDUAL,"2 years","McGraw- Hill",B,RENT,14-12-2021,15-01-2021,"Fully Paid",15-02-2021,1301822,"Debt consolidation",B4," 36 months",Verified,225000,0.0832,835.39,0.1242,25000,23,30074,2021-12-11
1067601,WA,INDIVIDUAL,"4 years","Bartell Drugs",C,RENT,14-12-2021,15-01-2021,"Fully Paid",15-02-2021,1301984,"Debt consolidation",C1," 36 months","Not Verified",27200,0.0644,84.83,0.1349,2500,6,3054,2021-12-11
1067579,FL,INDIVIDUAL,"1 year","Sensus Healthcare",B,RENT,15-01-2021,15-01-2021,"Fully Paid",15-02-2021,1301961,"Debt consolidation",B5," 36 months","Not Verified",42000,0.2257,245.72,0.1269,7325,29,8846,2021-12-11
1067152,IL,INDIVIDUAL,"< 1 year","US Bank",D,RENT,16-05-2021,14-01-2021,"Charged Off",14-02-2021,1301933,"Debt consolidation",D3," 36 months","Not Verified",24000,0.161,277.36,0.1727,7750,7,6934,2021-12-11
1062471,FL,INDIVIDUAL,"6 years","Independent Imaging",F,RENT,13-02-2021,12-10-2021,"Charged Off",12-11-2021,1294536,"Debt consolidation",F1," 60 months","Source Verified",70000,0.1663,539.84,0.2089,20000,24,5426,2021-12-11
1066842,NY,INDIVIDUAL,"10+ years","Express LLC",B,RENT,16-03-2021,14-01-2021,"Fully Paid",14-02-2021,1301036,"Debt consolidation",B4," 36 months",Verified,65000,0.1165,320.79,0.1242,9600,11,11339,2021-12-11
1067126,CA,INDIVIDUAL,"3 years",Calix,B,RENT,12-08-2021,12-08-2021,"Charged Off",12-09-2021,1301506,"Debt consolidation",B3," 60 months","Not Verified",60000,0.0662,464.07,0.1171,21000,11,3708,2021-12-11
1066789,CA,INDIVIDUAL,"10+ years","Cajon Valley Union School District",B,RENT,16-05-2021,15-01-2021,"Fully Paid",15-02-2021,1300973,"Debt consolidation",B4," 36 months","Not Verified",43000,0.2057,446.1,0.1242,13350,15,16059,2021-12-11
1067324,WI,INDIVIDUAL,"10+ years","Schneider National Inc",D,RENT,14-04-2021,14-04-2021,"Charged Off",14-05-2021,1301699,"Debt consolidation",D2," 36 months",Verified,42000,0.1963,533.08,0.1677,15000,38,13374,2021-12-11
1067102,CA,INDIVIDUAL,"8 years","Santa Clara County Public Defender",D,RENT,16-05-2021,13-08-2021,"Charged Off",13-09-2021,1301481,"Debt consolidation",D3," 36 months","Source Verified",75000,0.1603,536.81,0.1727,15000,17,10198,2021-12-11
1046969,CA,INDIVIDUAL,"10+ years","Department Of Health",C,MORTGAGE,16-05-2021,16-05-2021,Current,16-06-2021,1277832,"Debt consolidation",C1," 60 months",Verified,129000,0.1094,253.06,0.1349,11000,31,13132,2021-12-11
1067084,TX,INDIVIDUAL,"2 years","baylor college of medicine",B,MORTGAGE,13-09-2021,13-10-2021,"Fully Paid",13-11-2021,1301459,"Debt consolidation",B2," 36 months",Verified,168000,0.0317,1140.07,0.1065,35000,22,38062,2021-12-11
1060875,NH,INDIVIDUAL,"7 years",EDIT,C,MORTGAGE,16-05-2021,16-05-2021,"Fully Paid",16-06-2021,1292842,"Debt consolidation",C4," 60 months",Verified,52000,0.1523,537.87,0.1527,22475,23,32081,2021-12-11
1067265,IL,INDIVIDUAL,"1 year",Marsh,B,RENT,16-05-2021,14-05-2021,"Charged Off",14-06-2021,1301632,"Debt consolidation",B5," 36 months","Source Verified",58500,0.2064,536.72,0.1269,16000,10,12296,2021-12-11
1067287,VA,INDIVIDUAL,"5 years",AAVMC,B,RENT,14-12-2021,15-01-2021,"Fully Paid",15-02-2021,1301658,"Debt consolidation",B5," 36 months","Source Verified",71000,0.1197,452.86,0.1269,13500,11,16303,2021-12-11
1067066,WA,INDIVIDUAL,"10+ years","State of Washington",B,RENT,16-05-2021,15-01-2021,"Fully Paid",15-02-2021,1301436,"Debt consolidation",B5," 36 months",Verified,75000,0.116,805.08,0.1269,24000,33,28983,2021-12-11
1067026,VA,INDIVIDUAL,"10+ years","US Air Force",A,RENT,14-08-2021,14-09-2021,"Fully Paid",14-10-2021,1301392,"Debt consolidation",A2," 36 months","Source Verified",66000,0.1115,429.86,0.0662,14000,46,15451,2021-12-11
1067030,RI,INDIVIDUAL,"10+ years",UPS,B,MORTGAGE,14-08-2021,14-09-2021,"Fully Paid",14-10-2021,1301397,"Debt consolidation",B3," 36 months",Verified,100000,0.0688,826.9,0.1171,25000,18,29279,2021-12-11
1065350,NY,INDIVIDUAL,"5 years","Gilbert Express",B,RENT,15-09-2021,15-01-2021,"Fully Paid",15-02-2021,1299445,"Debt consolidation",B5," 36 months","Source Verified",50000,0.1781,301.91,0.1269,9000,21,10868,2021-12-11
1067028,OH,INDIVIDUAL,"4 years","Talbert House",B,RENT,16-05-2021,15-01-2021,"Fully Paid",15-02-2021,1301395,"Debt consolidation",B2," 36 months","Not Verified",35000,0.2493,431.6,0.1065,13250,25,15537,2021-12-11
1061877,CA,INDIVIDUAL,"6 years",,C,RENT,16-05-2021,14-01-2021,"Fully Paid",14-02-2021,1293509,"Debt consolidation",C1," 36 months",Verified,75000,0.2238,678.61,0.1349,20000,17,23865,2021-12-11
1067223,AR,INDIVIDUAL,"10+ years","Hospice Peachtree, LLC",B,MORTGAGE,16-05-2021,15-01-2021,"Fully Paid",15-02-2021,1301585,"Debt consolidation",B2," 36 months","Not Verified",48000,0.1193,239.42,0.1065,7350,5,8619,2021-12-11
1067004,FL,INDIVIDUAL,"5 years","Merks Bar and Grill",C,RENT,15-06-2021,15-01-2021,"Fully Paid",15-02-2021,1301365,"Debt consolidation",C4," 36 months","Not Verified",36000,0.211,400.18,0.1527,11500,14,14406,2021-12-11
1031265,CA,INDIVIDUAL,"10+ years","ITT Aerospace Controls",B,MORTGAGE,13-10-2021,13-05-2021,"Charged Off",13-06-2021,1260676,"Debt consolidation",B4," 36 months","Not Verified",86000,0.1229,456.12,0.1242,13650,34,8203,2021-12-11
1066835,CA,INDIVIDUAL,"3 years","Butte Community College",D,RENT,16-05-2021,12-07-2021,"Charged Off",12-08-2021,1301027,"Debt consolidation",D1," 36 months","Source Verified",30000,0.15,370.66,0.1629,10500,8,2222,2021-12-11
1067181,CA,INDIVIDUAL,"2 years","Deloitte Tax LLP",B,RENT,14-12-2021,15-01-2021,"Fully Paid",15-02-2021,1301536,"Debt consolidation",B1," 36 months","Not Verified",60000,0.155,386.7,0.0991,12000,21,13921,2021-12-11
1066712,MD,INDIVIDUAL,"7 years","johns hopkins hospital",B,MORTGAGE,16-05-2021,14-02-2021,"Fully Paid",14-03-2021,1301115,"Debt consolidation",B4," 36 months","Not Verified",82000,0.12,233.91,0.1242,7000,31,8293,2021-12-11
1066706,NM,INDIVIDUAL,"6 years","United States DHS",E,MORTGAGE,16-05-2021,15-10-2021,"Fully Paid",15-11-2021,1300906,"Debt consolidation",E5," 60 months","Source Verified",83000,0.2093,786.51,0.203,29500,35,45755,2021-12-11
1063280,TX,INDIVIDUAL,"10+ years","JPMorgan Chase Bank",C,RENT,14-10-2021,14-06-2021,"Charged Off",14-07-2021,1295793,"Debt consolidation",C2," 36 months",Verified,35000,0.2016,517.21,0.1427,15075,14,15503,2021-12-11
1066664,NJ,INDIVIDUAL,"10+ years","New Jersey Institute Of Technology (NJIT",D,MORTGAGE,16-04-2021,16-05-2021,Current,16-06-2021,1300858,"Debt consolidation",D3," 60 months",Verified,109000,0.0775,294.98,0.1727,21000,16,15297,2021-12-11
1066659,TX,INDIVIDUAL,"2 years","JP Morgan Chase Bank",D,RENT,16-05-2021,16-05-2021,Current,16-06-2021,1300852,"Debt consolidation",D3," 60 months","Source Verified",50000,0.1104,399.97,0.1727,16000,16,20783,2021-12-11
1066763,CA,INDIVIDUAL,"2 years",PricewaterhouseCoopers,B,RENT,16-05-2021,15-01-2021,"Fully Paid",15-02-2021,1300945,"Debt consolidation",B4," 36 months","Not Verified",83000,0.1181,400.99,0.1242,12000,61,14435,2021-12-11
1066639,AZ,INDIVIDUAL,"< 1 year",RMS/iQor,C,OWN,15-12-2021,15-01-2021,"Fully Paid",15-02-2021,1300831,"Debt consolidation",C1," 36 months","Source Verified",25000,0.0845,251.09,0.1349,7400,13,9039,2021-12-11
1066633,FL,INDIVIDUAL,"10+ years","big m inc",C,MORTGAGE,15-11-2021,12-08-2021,"Fully Paid",12-09-2021,1300823,"Debt consolidation",C1," 36 months","Not Verified",60000,0.1692,488.6,0.1349,14400,26,15455,2021-12-11
1060644,AZ,INDIVIDUAL,"7 years","MAll SPE, LLC",G,MORTGAGE,14-09-2021,12-12-2021,"Fully Paid",12-01-2022,1292408,"Debt consolidation",G4," 60 months",Verified,120000,0.1296,519.76,0.2391,24250,20,22207,2021-12-11
1066766,GA,INDIVIDUAL,"3 years","St. Mary's Health Care System, Inc.",A,RENT,15-04-2021,14-11-2021,"Charged Off",14-12-2021,1300949,"Debt consolidation",A4," 36 months","Source Verified",68000,0.0798,225.29,0.079,7200,14,7731,2021-12-11
1066617,CA,INDIVIDUAL,"10+ years","Walt Disney Co.",D,MORTGAGE,12-02-2021,12-02-2021,"Fully Paid",12-03-2021,1300806,"Debt consolidation",D3," 36 months",Verified,144000,0.0823,53.69,0.1727,1500,14,1522,2021-12-11
1066598,AZ,INDIVIDUAL,"7 years","Bioscreen Clinical Servicesa",B,MORTGAGE,16-04-2021,13-11-2021,"Fully Paid",13-12-2021,1300783,"Debt consolidation",B3," 36 months",Verified,29000,0.187,82.69,0.1171,2500,13,2897,2021-12-11
1066582,FL,INDIVIDUAL,"10+ years","maroone chevrolet of west dade",A,MORTGAGE,15-01-2021,15-01-2021,"Fully Paid",15-02-2021,1300766,"Debt consolidation",A2," 36 months","Not Verified",56000,0.1365,368.45,0.0662,12000,21,13264,2021-12-11
1066348,IL,INDIVIDUAL,"< 1 year","CH Robinson",A,RENT,16-05-2021,14-12-2021,"Fully Paid",14-01-2022,1300722,"Debt consolidation",A5," 36 months","Source Verified",47000,0.0906,523.93,0.089,16500,24,18858,2021-12-11
1061430,WA,INDIVIDUAL,"< 1 year","Oxyheal health group",F,RENT,13-10-2021,13-11-2021,"Fully Paid",13-12-2021,1293224,"Debt consolidation",F3," 60 months",Verified,55000,0.1562,603.5,0.2167,22000,27,25029,2021-12-11
1064063,NY,INDIVIDUAL,"4 years","executive plaza",D,MORTGAGE,16-04-2021,16-05-2021,Current,16-06-2021,1296651,"Debt consolidation",D4," 60 months",Verified,44000,0.2498,473.75,0.1758,18825,20,24593,2021-12-11
1066318,NM,INDIVIDUAL,"5 years",,C,MORTGAGE,16-05-2021,15-01-2021,"Fully Paid",15-02-2021,1300689,"Debt consolidation",C1," 36 months","Not Verified",50000,0.1558,203.59,0.1349,6000,14,7329,2021-12-11
1066453,TX,INDIVIDUAL,"5 years","Southern Methodist University",B,RENT,16-02-2021,14-10-2021,"Fully Paid",14-11-2021,1300423,"Debt consolidation",B1," 36 months","Not Verified",80000,0.1483,386.7,0.0991,12000,21,13910,2021-12-11
1063090,WA,INDIVIDUAL,"4 years",VirginiaMasonMedicalCenter,B,RENT,16-05-2021,15-01-2021,"Fully Paid",15-02-2021,1295591,"Debt consolidation",B4," 36 months","Not Verified",45000,0.1045,334.16,0.1242,10000,19,12029,2021-12-11
1066278,OR,INDIVIDUAL,"1 year","Citizens Utility Board of Oregon",B,RENT,13-12-2021,13-12-2021,"Fully Paid",13-01-2022,1300643,"Debt consolidation",B1," 36 months",Verified,33000,0.2313,455.18,0.0991,14125,20,16058,2021-12-11
1066281,WA,INDIVIDUAL,"5 years","Philips Healthcare",B,RENT,16-05-2021,14-12-2021,"Fully Paid",14-01-2022,1300646,"Debt consolidation",B5," 36 months","Not Verified",62800,0.1924,469.63,0.1269,14000,18,16903,2021-12-11
1048526,CO,INDIVIDUAL,"2 years","XOXO Salon",B,RENT,14-08-2021,13-03-2021,"Charged Off",13-04-2021,1279867,"Debt consolidation",B5," 36 months","Not Verified",25000,0.0686,134.18,0.1269,4000,13,2023,2021-12-11
1028566,TX,INDIVIDUAL,"10+ years","DFW International Airport",A,MORTGAGE,14-12-2021,14-12-2021,"Fully Paid",14-01-2022,1257917,"Debt consolidation",A1," 36 months","Source Verified",65000,0.1036,319.58,0.0603,10500,16,11504,2021-12-11
1066212,CA,INDIVIDUAL,"1 year",cyberpower,B,RENT,14-09-2021,14-09-2021,"Fully Paid",14-10-2021,1300569,"Debt consolidation",B3," 36 months",Verified,33000,0.2251,243.11,0.1171,7350,23,8729,2021-12-11
1056219,OH,INDIVIDUAL,"10+ years","wolverton Inc.",A,RENT,15-01-2021,15-01-2021,"Fully Paid",15-02-2021,1287799,"Debt consolidation",A3," 36 months","Not Verified",42000,0.1074,373.33,0.0751,12000,17,13460,2021-12-11
1066173,MT,INDIVIDUAL,"2 years","gem city motors",C,MORTGAGE,16-05-2021,16-05-2021,Current,16-06-2021,1300526,"Debt consolidation",C1," 60 months","Source Verified",30000,0.1276,282.96,0.1349,12300,12,14688,2021-12-11
1066379,GA,INDIVIDUAL,"6 years","Quad Graphics",C,RENT,12-07-2021,12-07-2021,"Fully Paid",12-08-2021,1300340,"Debt consolidation",C1," 36 months","Not Verified",40000,0.1572,407.17,0.1349,12000,13,12763,2021-12-11
1066171,MD,INDIVIDUAL,"4 years","Chesapeak Process Service Inc",B,RENT,16-05-2021,13-10-2021,"Fully Paid",13-11-2021,1300523,"Debt consolidation",B5," 36 months","Not Verified",40000,0.222,402.54,0.1269,12000,23,14010,2021-12-11
1040154,CA,INDIVIDUAL,"2 years",,B,RENT,14-12-2021,15-01-2021,"Fully Paid",15-02-2021,1270530,"Debt consolidation",B3," 36 months","Source Verified",75000,0.1557,231.54,0.1171,7000,17,8335,2021-12-11
1066155,IL,INDIVIDUAL,"8 years","Navistar, Inc.",E,MORTGAGE,16-05-2021,12-03-2021,"Fully Paid",12-04-2021,1277661,"Debt consolidation",E1," 60 months",Verified,85000,0.12,690.56,0.1864,35000,50,28062,2021-12-11
1065932,CA,INDIVIDUAL,"9 years","Oceanside college of beauty",B,RENT,15-03-2021,14-10-2021,"Fully Paid",14-11-2021,1300077,"Debt consolidation",B1," 36 months","Not Verified",61200,0.0216,103.12,0.0991,3200,17,3711,2021-12-11
1066112,CA,INDIVIDUAL,"< 1 year",Guardsmark,B,RENT,12-07-2021,12-03-2021,"Charged Off",12-04-2021,1300264,"Debt consolidation",B5," 60 months","Source Verified",25920,0.2375,268.32,0.1269,11875,28,1185,2021-12-11
1065896,IL,INDIVIDUAL,"5 years","Twitch LLC",A,RENT,12-10-2021,12-10-2021,"Fully Paid",12-11-2021,1300036,"Debt consolidation",A5," 36 months",Verified,85000,0.1773,1111.37,0.089,35000,13,37306,2021-12-11
1066071,WV,INDIVIDUAL,"10+ years","interim health care",A,OWN,16-05-2021,13-03-2021,"Charged Off",13-04-2021,1300216,"Debt consolidation",A4," 36 months","Not Verified",45600,0.1974,438.07,0.079,14000,10,6130,2021-12-11
1062094,TX,INDIVIDUAL,"2 years","BBVA Compass",B,RENT,15-07-2021,12-11-2021,"Fully Paid",12-12-2021,1294147,"Debt consolidation",B4," 36 months","Not Verified",70000,0.2006,167.08,0.1242,5000,26,5502,2021-12-11
1066061,MA,INDIVIDUAL,"9 years","NEW ENGLAND WINDOW AND DOOR",A,MORTGAGE,14-01-2021,14-01-2021,"Fully Paid",14-02-2021,1300203,"Debt consolidation",A1," 36 months","Not Verified",80000,0.1299,304.36,0.0603,10000,17,10841,2021-12-11
1065863,NJ,INDIVIDUAL,"5 years","pepsi beverage company",A,RENT,14-02-2021,14-02-2021,"Fully Paid",14-03-2021,1300001,"Debt consolidation",A3," 36 months",Verified,50000,0.0463,311.11,0.0751,10000,25,11021,2021-12-11
1065862,CO,INDIVIDUAL,"10+ years","durango & silverton narrow gauge rr",B,MORTGAGE,14-12-2021,15-01-2021,"Fully Paid",15-02-2021,1300000,"Debt consolidation",B4," 36 months",Verified,35000,0.1851,400.99,0.1242,12000,13,14435,2021-12-11
1065854,MI,INDIVIDUAL,"3 years",FOFG,A,MORTGAGE,16-02-2021,12-11-2021,"Fully Paid",12-12-2021,1299989,"Debt consolidation",A4," 36 months",Verified,65000,0.2799,725.94,0.079,23200,34,24555,2021-12-11
1062260,WV,INDIVIDUAL,"10+ years",TubeCityIMS,C,MORTGAGE,14-12-2021,15-01-2021,"Fully Paid",15-02-2021,1294318,"Debt consolidation",C4," 36 months","Not Verified",75000,0.093,167.03,0.1527,4800,18,6013,2021-12-11
1065842,VA,INDIVIDUAL,"6 years","Fairfax County Government",B,RENT,16-05-2021,14-08-2021,"Fully Paid",14-09-2021,1299977,"Debt consolidation",B3," 36 months","Not Verified",35000,0.1642,241.46,0.1171,7300,17,8658,2021-12-11
1066018,FL,INDIVIDUAL,"6 years",,B,RENT,16-05-2021,14-08-2021,"Fully Paid",14-09-2021,1300151,"Debt consolidation",B1," 36 months","Source Verified",40000,0.1167,335.14,0.0991,10400,19,12024,2021-12-11
1066016,NJ,INDIVIDUAL,"7 years","Kearny Ferderal Savings Bank",A,OWN,15-09-2021,15-01-2021,"Fully Paid",15-02-2021,1300149,"Debt consolidation",A5," 36 months","Not Verified",40000,0.0945,381.04,0.089,12000,20,13717,2021-12-11
1065997,NY,INDIVIDUAL,"10+ years","the reis group",D,RENT,16-05-2021,13-04-2021,"Fully Paid",13-05-2021,1300128,"Debt consolidation",D3," 36 months",Verified,52000,0.237,474.19,0.1727,13250,18,15655,2021-12-11
1061891,CA,INDIVIDUAL,"3 years",PwC,B,RENT,14-12-2021,15-01-2021,"Fully Paid",15-02-2021,1293926,"Debt consolidation",B3," 36 months","Source Verified",92500,0.1597,396.92,0.1171,12000,21,14289,2021-12-11
1065752,CA,INDIVIDUAL,"9 years","City & County of San Francisco",B,RENT,16-05-2021,15-01-2021,"Fully Paid",15-02-2021,1299871,"Debt consolidation",B1," 36 months","Source Verified",61000,0.1035,805.63,0.0991,25000,10,29002,2021-12-11
1065681,CA,INDIVIDUAL,"6 years",Raytheon,C,RENT,14-12-2021,15-01-2021,"Fully Paid",15-02-2021,1299792,"Debt consolidation",C2," 36 months","Not Verified",80000,0.1621,480.33,0.1427,14000,11,17292,2021-12-11
1061788,AK,INDIVIDUAL,"10+ years",federal,E,OWN,14-07-2021,14-03-2021,"Charged Off",14-04-2021,1293410,"Debt consolidation",E5," 60 months",Verified,59000,0.2091,533.23,0.203,20000,32,16063,2021-12-11
1061681,NJ,INDIVIDUAL,"5 years","Prospect Transportation Inc.",E,RENT,16-05-2021,15-10-2021,"Fully Paid",15-11-2021,1293700,"Debt consolidation",E5," 60 months",Verified,85000,0.2016,619.88,0.203,35000,24,36105,2021-12-11
1065661,OR,INDIVIDUAL,"1 year","Simple Finance Technology Corp.",A,RENT,14-04-2021,14-03-2021,"Fully Paid",14-04-2021,1299772,"Debt consolidation",A1," 36 months","Not Verified",55000,0.0705,121.75,0.0603,4000,18,4356,2021-12-11
1065663,CA,INDIVIDUAL,"6 years","City of Capitola",B,RENT,16-05-2021,14-05-2021,"Fully Paid",14-06-2021,1299774,"Debt consolidation",B1," 36 months","Not Verified",110000,0.0838,418.93,0.0991,13000,14,14960,2021-12-11
1065658,MA,INDIVIDUAL,"3 years","Choate Investment Advisors",C,RENT,16-04-2021,13-01-2021,"Fully Paid",13-02-2021,1299768,"Debt consolidation",C1," 36 months","Not Verified",62000,0.1152,339.31,0.1349,10000,20,11255,2021-12-11
1065447,GA,INDIVIDUAL,"< 1 year","Southeastern Technical College",A,RENT,15-10-2021,15-01-2021,"Fully Paid",15-02-2021,1299549,"Debt consolidation",A4," 36 months",Verified,45000,0.0925,625.81,0.079,20000,10,22529,2021-12-11
1065470,FL,INDIVIDUAL,"5 years","AH Interiors Inc.",B,RENT,14-08-2021,12-10-2021,"Fully Paid",12-11-2021,1299579,"Debt consolidation",B1," 36 months",Verified,110000,0.1,580.05,0.0991,18000,22,19207,2021-12-11
1065649,NY,INDIVIDUAL,"10+ years","KINGS COUNTY DISTRICT ATTORNEY'S OFFICE",E,RENT,16-05-2021,15-04-2021,"Charged Off",15-05-2021,1299755,"Debt consolidation",E1," 60 months",Verified,61500,0.126,643.58,0.1864,25000,25,25775,2021-12-11
1064102,CA,INDIVIDUAL,"10+ years","Level 3 Communications",C,OWN,13-03-2021,12-10-2021,"Charged Off",12-11-2021,1296692,"Debt consolidation",C4," 60 months",Verified,78216,0.1079,478.64,0.1527,20000,21,5798,2021-12-11
1062399,VA,INDIVIDUAL,"1 year",NEXCOM,D,MORTGAGE,16-03-2021,15-08-2021,"Charged Off",15-09-2021,1294261,"Debt consolidation",D3," 60 months",Verified,62000,0.0782,449.97,0.1727,18000,30,20809,2021-12-11
1065572,GA,INDIVIDUAL,"2 years",Nutrasweet,D,RENT,14-12-2021,15-01-2021,"Fully Paid",15-02-2021,1299469,"Debt consolidation",D1," 36 months",Verified,50964,0.0883,847.21,0.1629,24000,13,30500,2021-12-11
1065348,SC,INDIVIDUAL,"2 years","The Newell Group",B,RENT,16-05-2021,12-06-2021,"Charged Off",12-07-2021,1299443,"Debt consolidation",B4," 36 months","Source Verified",30000,0.2384,167.08,0.1242,5000,40,834,2021-12-11
1065142,WY,INDIVIDUAL,"10+ years","Aspens Water and Sewer District",E,RENT,16-05-2021,16-04-2021,Current,16-05-2021,1299224,"Debt consolidation",E2," 60 months",Verified,75000,0.1963,648.93,0.1903,25000,13,33698,2021-12-11
1065304,RI,INDIVIDUAL,"10+ years",Shaws,B,RENT,13-07-2021,13-03-2021,"Charged Off",13-04-2021,1299388,"Debt consolidation",B1," 36 months","Not Verified",55000,0.13,386.7,0.0991,12000,17,5852,2021-12-11
1065298,CA,INDIVIDUAL,"3 years","Patriot General",C,RENT,16-05-2021,14-07-2021,"Fully Paid",14-08-2021,1299382,"Debt consolidation",C1," 36 months",Verified,84000,0.1387,339.31,0.1349,10000,10,12159,2021-12-11
1064904,GA,INDIVIDUAL,"6 years","Jacobs Engineering",B,OWN,16-05-2021,14-01-2021,"Fully Paid",14-02-2021,1298955,"Debt consolidation",B4," 36 months",Verified,155000,0.1785,501.23,0.1242,15000,41,17717,2021-12-11
1064696,MD,INDIVIDUAL,"< 1 year","Agora, Inc.",A,MORTGAGE,16-02-2021,14-06-2021,"Fully Paid",14-07-2021,1298728,"Debt consolidation",A4," 36 months","Source Verified",62000,0.0871,375.49,0.079,12000,15,13450,2021-12-11
977277,TX,INDIVIDUAL,"2 years","The Woodlands Financial Group",B,MORTGAGE,16-05-2021,16-04-2021,Current,16-05-2021,1200058,"Debt consolidation",B2," 60 months",Verified,175000,0.0523,290.64,0.1065,20000,39,15066,2021-12-11
1065110,MD,INDIVIDUAL,"8 years","Fed Govt-Environmental Protection Agency",D,MORTGAGE,16-05-2021,12-10-2021,"Fully Paid",12-11-2021,1299187,"Debt consolidation",D3," 60 months","Source Verified",208000,0.0794,578.71,0.1727,35000,79,26017,2021-12-11
1064873,IL,INDIVIDUAL,"9 years","City of Mattoon",B,MORTGAGE,14-12-2021,15-01-2021,"Fully Paid",15-02-2021,1298920,"Debt consolidation",B5," 36 months","Not Verified",40000,0.2016,483.05,0.1269,14400,13,17390,2021-12-11
1064969,IL,INDIVIDUAL,"5 years","Walgreen Co",C,MORTGAGE,16-05-2021,15-01-2021,"Fully Paid",15-02-2021,1298813,"Debt consolidation",C5," 36 months",Verified,73000,0.2247,773.03,0.1596,22000,32,27829,2021-12-11
1059620,MA,INDIVIDUAL,"10+ years","Firestone Complete Auto Care",B,RENT,16-04-2021,12-10-2021,"Charged Off",12-11-2021,1291228,"Debt consolidation",B3," 36 months","Source Verified",57200,0.1636,396.92,0.1171,12000,17,3565,2021-12-11
1032978,MO,INDIVIDUAL,"< 1 year","Black and Veatch",D,MORTGAGE,16-05-2021,15-01-2021,"Fully Paid",15-02-2021,1262529,"Debt consolidation",D2," 36 months","Source Verified",114000,0.172,568.62,0.1677,16000,34,20470,2021-12-11
1065234,NY,INDIVIDUAL,"10+ years","giorgio  armani",B,MORTGAGE,14-12-2021,15-01-2021,"Fully Paid",15-02-2021,1299108,"Debt consolidation",B2," 36 months","Not Verified",90000,0.1116,325.74,0.1065,10000,22,11726,2021-12-11
1065196,KY,INDIVIDUAL,"2 years","Grey Goose Restaurant",B,RENT,14-02-2021,13-10-2021,"Charged Off",13-11-2021,1299063,"Debt consolidation",B5," 36 months","Source Verified",35000,0.1203,335.45,0.1269,10000,15,7690,2021-12-11
1065199,FL,INDIVIDUAL,"7 years","cardinal logistics",C,RENT,12-12-2021,12-03-2021,"Fully Paid",12-04-2021,1299065,"Debt consolidation",C1," 36 months","Not Verified",56000,0.1035,118.76,0.1349,3500,37,3615,2021-12-11
1065195,NC,INDIVIDUAL,"5 years","Regal Cinemas",B,RENT,14-07-2021,14-06-2021,"Fully Paid",14-07-2021,1299060,"Debt consolidation",B1," 36 months","Not Verified",35000,0.1649,309.36,0.0991,9600,16,11084,2021-12-11
1065020,NY,INDIVIDUAL,"10+ years","Areres Bais Yaakov",A,MORTGAGE,15-01-2021,15-01-2021,"Fully Paid",15-02-2021,1298873,"Debt consolidation",A4," 36 months","Source Verified",40000,0.2403,309,0.079,9875,16,11124,2021-12-11
1065016,MO,INDIVIDUAL,"2 years","US Army Corps of Engineers",D,OWN,13-09-2021,13-01-2021,"Fully Paid",13-02-2021,1298869,"Debt consolidation",D4," 60 months",Verified,59000,0.2286,427.19,0.1758,21500,16,19868,2021-12-11
1064924,FL,INDIVIDUAL,"6 years","United States Air Force",A,RENT,15-12-2021,12-10-2021,"Fully Paid",12-11-2021,1298975,"Debt consolidation",A4," 36 months","Source Verified",48000,0.13,150.2,0.079,4800,13,5080,2021-12-11
1062248,HI,INDIVIDUAL,"4 years","Grand Wailea",A,RENT,16-05-2021,13-05-2021,"Charged Off",13-06-2021,1294105,"Debt consolidation",A3," 36 months","Not Verified",35000,0.2904,303.34,0.0751,9750,19,5151,2021-12-11
1064908,NY,INDIVIDUAL,"4 years","st catherine of siena",C,RENT,13-09-2021,13-09-2021,"Fully Paid",13-10-2021,1298959,"Debt consolidation",C3," 36 months","Source Verified",45000,0.1701,310.45,0.1465,9000,51,10752,2021-12-11
1059118,FL,INDIVIDUAL,"1 year","Medivantix Technologies",A,RENT,14-12-2021,15-01-2021,"Fully Paid",15-02-2021,1290932,"Debt consolidation",A4," 36 months","Not Verified",55000,0.1198,225.29,0.079,7200,14,8110,2021-12-11
1060082,CA,INDIVIDUAL,"8 years","Chaffey Joint Union High School District",C,OWN,15-01-2021,12-11-2021,"Fully Paid",12-12-2021,1291917,"Debt consolidation",C4," 36 months",Verified,82000,0.185,869.95,0.1527,25000,23,28098,2021-12-11
